,pump_bgs,bg,carb,insulin,iob,cirLoop,cirActual,isfLoop,isfActual,sbrLoop,sbrActual,temp_basal,relative_temp_basal_insulin
0,110.0,110.0,20.0,2.0,2.0,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
5,108.89847498123986,108.91224404397435,0.0,0.0,1.9926564998749323,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
10,106.17146815037617,106.23309386123097,0.0,0.0,1.974476454335841,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
15,102.07888770068662,102.23952731528284,0.0,0.0,1.9471925846712441,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
20,96.84987624456616,97.17489240610531,0.0,0.0,1.9123325082971077,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
25,107.521219428369,108.0876599872912,0.0,0.0,1.8712403213957045,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
30,115.54526287106293,116.43964834207439,0.0,0.0,1.8250960468857305,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
35,121.28909205725247,122.60547786996992,0.0,0.0,1.774933151090147,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
40,125.07637339231606,126.91465736710057,0.0,0.0,1.7216543135642253,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
45,127.19215404349066,129.65660248570654,0.0,0.0,1.6660456173699418,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
50,127.8871477881845,131.08511627137878,0.0,0.0,1.608789311478183,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
55,127.38156114471631,131.42238847265088,0.0,0.0,1.550475282805187,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
60,125.86850835287014,130.8625643760892,0.0,0.0,1.491611362514925,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
65,123.51705866509603,129.57492860170194,0.0,0.0,1.4326325795270192,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
70,120.47495484024324,127.70674453268705,0.0,0.0,1.3739094635531217,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
75,116.87103764350634,125.3857857915516,0.0,0.0,1.3157554903458974,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
80,112.81740749799425,122.72259235898625,0.0,0.0,1.2584337530950709,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
85,108.41135115958488,119.81248051564512,0.0,0.0,1.2021629359635997,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
90,103.7370583569243,116.73733272820255,0.0,0.0,1.1471226585503904,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
95,98.8671507162988,113.56719086221369,0.0,0.0,1.0934582535271222,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
100,93.86404294422559,110.36167365183142,0.0,0.0,1.041285033764837,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
105,88.78115413998836,107.17123716030882,0.0,0.0,0.9906920998855366,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
110,83.66398523007015,104.03829499858801,0.0,0.0,0.9417457342947184,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
115,78.55107683333861,100.99821330811888,0.0,0.0,0.8944924233267177,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
120,73.47486035918882,98.08019393686125,0.0,0.0,0.8489615451241788,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
125,68.46241379212012,95.30805782497123,0.0,0.0,0.8051677572380329,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
130,63.5361324088349,92.70093935173509,0.0,0.0,0.7631131146404928,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
135,58.714323593071555,90.27390126248535,0.0,0.0,0.7227889458594075,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
140,54.011733945759545,88.03847877972457,0.0,0.0,0.6841775122393476,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
145,49.44001602183806,86.00316059413991,0.0,0.0,0.6472534728870261,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
150,45.0081412495976,84.17381361756964,0.0,0.0,0.6119851756425709,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
155,40.722764894180386,82.55405765137941,0.0,0.0,0.5783357924122761,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
160,36.588548305408096,81.14559547126342,0.0,0.0,0.5462643153833064,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
165,32.60844313378607,79.94850324526881,0.0,0.0,0.5157264289987133,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
170,28.783941700541078,78.96148567873773,0.0,0.0,0.4866752710859126,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
175,25.115297261801686,78.16833074878461,0.0,0.0,0.4839703014373568,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
180,21.60171750805054,77.54532526264919,0.0,0.0,0.48242600686842335,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
185,18.24153428289401,77.07122441459656,0.0,0.0,0.4818777194518577,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
190,15.032352185619487,76.72701654448467,0.0,0.0,0.48217947940010675,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
195,11.971178436036553,76.49570894157009,0.0,0.0,0.48320210611310505,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
200,9.054536124204674,76.36213291597193,0.0,0.0,0.48483145775433845,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
205,6.278562738708757,76.31276650074012,0.0,0.0,0.48696686153117336,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
210,3.6390956623281454,76.33557327791326,0.0,0.0,0.489519698503669,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
215,1.1317461407424219,76.41985594291052,0.0,0.0,0.4924121282442471,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
220,-1.2480369339296544,76.56989239639425,0.0,0.0,0.47066773378375665,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
225,-3.5049122294809365,76.78382640269378,0.0,0.0,0.47427056282508595,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
230,-5.643599105573969,77.05097942513373,0.0,0.0,0.4781470054987416,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
235,-7.668837724122056,77.36193428847098,0.0,0.0,0.48223284296455715,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
240,-9.585355295563687,77.70840482373063,0.0,0.0,0.4864722249134332,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
245,-11.397837712009334,78.08311801940195,0.0,0.0,0.4908167501537803,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
250,-13.110905901775709,78.4797075391701,0.0,0.0,0.4952246403436734,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
255,-14.729096314425306,78.89261756589896,0.0,0.0,0.4996599978610543,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
260,-16.256845012038895,79.33078508552424,0.0,0.0,0.47918393340159704,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
265,-17.698474901898948,79.79657295430634,0.0,0.0,0.48381404397005073,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
270,-19.058185698813475,80.28312064472554,0.0,0.0,0.48850668579694867,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
275,-20.34004625262537,80.78446358655546,0.0,0.0,0.4932243803536818,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
280,-21.547988918642318,81.29543550697096,0.0,0.0,0.49793511503506654,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
285,-22.685805686323988,81.81158052530917,0.0,0.0,0.5026117158876358,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
290,-23.757145815064177,82.32907407827946,0.0,0.0,0.5072312853456261,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
295,-24.765514755732,82.85842089852248,0.0,0.0,0.486866492353383,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
300,-25.714274163187582,83.40340249255175,0.0,0.0,0.4915451971648876,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
305,-26.606642828600513,83.95844110952244,0.0,0.0,0.49623285682786583,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
310,-27.445698381395204,84.51873120734065,0.0,0.0,0.5009000508652358,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
315,-28.23437962929836,85.08015290402881,0.0,0.0,0.5055218899393215,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
320,-28.975489421522667,85.63919424837972,0.0,0.0,0.5100774859810933,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
325,-29.67169793481449,86.19288145874002,0.0,0.0,0.5145494777483938,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
330,-30.325546295113355,86.73871635804508,0.0,0.0,0.5189236063495313,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
335,-30.939450459109594,87.27462030530562,0.0,0.0,0.5231883357880006,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
340,-31.51570529019145,87.79888398927417,0.0,0.0,0.5273345140552629,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
345,-32.05648877229643,88.31012250957305,0.0,0.0,0.5313550707258777,20.0,20.0,150.0,150.0,0.3,0.3,0.0,-0.024999999999999998
350,-32.56386631315053,88.82100428741302,0.0,0.0,0.5103365411484123,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
355,-33.03979509540514,89.33722654343892,0.0,0.0,0.5143189019852396,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
360,-33.48612844037211,89.85490460023469,0.0,0.0,0.5182781663418641,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
365,-33.904620154502794,90.37072625881426,0.0,0.0,0.5221940800234602,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
370,-34.29692883353712,90.88188595851513,0.0,0.0,0.526049683539775,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
375,-34.66462210344375,91.38602575631612,0.0,0.0,0.5298309200045669,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
380,-35.009180780938124,91.88118245856447,0.0,0.0,0.5335262844013818,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
385,-35.33200293957384,92.36574030104295,0.0,0.0,0.5371265101182002,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
390,-35.63440787018885,92.83838863046496,0.0,0.0,0.5406242890442111,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
395,-35.91763992692077,93.2980840923581,0.0,0.0,0.5440140218763492,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
400,-36.18287225210295,93.74401687738462,0.0,0.0,0.5472915956046036,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
405,-36.431210375172185,94.17558062086754,0.0,0.0,0.5504541854364615,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
410,-36.66369568228333,94.59234558904777,0.0,0.0,0.5535000786849741,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
415,-36.88130875466277,94.99403482075688,0.0,0.0,0.5564285183843013,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
420,-37.08497257487977,95.3805029250649,0.0,0.0,0.5592395646134891,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
425,-37.27555560118134,95.75171726437003,0.0,0.0,0.5619339717057279,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
430,-37.45387471085647,96.10774127859298,0.0,0.0,0.5645130796983036,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
435,-37.62069801427728,96.44871972988379,0.0,0.0,0.5669787185396141,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
440,-37.77674754183158,96.77486566875926,0.0,0.0,0.5693331237155138,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
445,-37.92270180642524,97.08644894207426,0.0,0.0,0.5715788620892951,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
450,-38.05919824460901,97.3837860808733,0.0,0.0,0.573718766869095,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
455,-38.18683553967736,97.66723142214715,0.0,0.0,0.5757558807246083,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
460,-38.306175830320086,97.93716933297307,0.0,0.0,0.5776934061727272,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
465,-38.417746808575345,98.19400741860292,0.0,0.0,0.5795346624401114,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
470,-38.52204371095445,98.43817060789549,0.0,0.0,0.5812830480905637,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
475,-38.6195312066848,98.67009602019168,0.0,0.0,0.5829420087772643,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
480,,98.98019943089606,0.0,0.0,0.5759017945319294,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
485,,99.27192598124515,0.0,0.0,0.5779619239011347,20.0,20.0,150.0,150.0,0.3,0.3,0.3,0.0
490,,99.54617864470073,,,0.5799055606910499,,,,,,,,
